Kód,Název,Popis,Určuje,Subjekty,Skupina,Předpisy,Verze,Aktualizace,Status,Agendy
"P2229","Umožnit prokázání totožnosti digitálním průkazem","Prokázání totožnosti nebo jiné skutečnosti digitálním stejnopisem průkazu je povinen umožnit orgán veřejné moci. Prokázání totožnosti digitálním stejnopisem průkazu je povinna umožnit osoba, které právní předpis ukládá povinnost ověřit totožnost předložením průkazu, který je veřejnou listinou.","§ 9a odst. 2 zákona 12/2020","[""Orgány veřejné moci""]","Povinnosti k PDS","[""Zákon 12/2020""]","1","12.01.2024 0:00","Platné",
"P2230","Použít pro digitální prokazování aplikaci","Osoba, která je oprávněna užít digitální stejnopis průkazu, (dále jen „prokazující“) prokazuje totožnost nebo jinou skutečnost digitálním stejnopisem průkazu prostřednictvím mobilní aplikace pro prokazování. Ten, vůči komu lze prokázat totožnost nebo jinou skutečnost digitálním stejnopisem průkazu, (dále jen „ověřující“) zobrazuje digitální stejnopis průkazu prostřednictvím elektronické aplikace pro ověřování.","§ 9b odst. 1 zákona 12/2020","[""Držitelé EID""]","Povinnosti k PDS","[""Zákon 12/2020""]","1","12.01.2024 0:00","Platné",
"P2231","Umožnit digitální prokázání totožnosti jen za fyzické přítomnosti","Totožnost nebo jinou skutečnost lze digitálním stejnopisem průkazu prokázat pouze za současné fyzické přítomnosti prokazujícího a ověřujícího nebo fyzické osoby, která je oprávněna za ověřujícího jednat.","§ 9b odst. 2 zákona 12/2020","[""Orgány veřejné moci""]","Povinnosti k PDS","[""Zákon 12/2020""]","1","12.01.2024 0:00","Platné",
"P2232","Předat údaje z digitálního stejnopisu průkazu ověřujícímu","Poskytovatel elektronické aplikace pro ověřování umožní předání údajů obsažených v digitálním stejnopisu průkazu a údajů o digitálním stejnopisu průkazu ověřujícímu v elektronické podobě.","§ 9c odst. 2 zákona 12/2020","[""Digitální a informační agentura""]","Povinnosti k PDS","[""Zákon 12/2020""]","1","12.01.2024 0:00","Platné",
"P2233","Spravovat aplikaci pro ověřování a poskytovat digitální stejnopis průkazu","Poskytovatelem digitálního stejnopisu průkazu, mobilní aplikace pro prokazování a elektronické aplikace pro ověřování je Agentura. Poskytovatelem elektronické aplikace pro ověřování může být také jiný státní orgán.","§ 9d odst. 1 zákona 12/2020","[""Digitální a informační agentura""]","Povinnosti k PDS","[""Zákon 12/2020""]","1","12.01.2024 0:00","Platné",
"P2234","Stanovit seznam průkazů u nichž je digitální stejnopis","Agentura stanoví po dohodě s ohlašovateli příslušných agend a správci příslušných informačních systémů veřejné správy seznam průkazů, jejichž digitální stejnopis si lze obstarat, a zveřejní jej na portálu veřejné správy.","§ 9d odst. 2 věta první zákona 12/2020","[""Digitální a informační agentura""]","Povinnosti k PDS","[""Zákon 12/2020""]","1","12.01.2024 0:00","Platné",
"P2235","Zveřejnit seznam průkazů s digitálním stejnopisem","Agentura stanoví po dohodě s ohlašovateli příslušných agend a správci příslušných informačních systémů veřejné správy seznam průkazů, jejichž digitální stejnopis si lze obstarat, a zveřejní jej na portálu veřejné správy.","§ 9d odst. 2 věta první zákona 12/2020","[""Digitální a informační agentura""]","Povinnosti k PDS","[""Zákon 12/2020""]","1","12.01.2024 0:00","Platné",
"P2236","Zajistit prokázání digitálním stejnopisem občanského průkazu","Agentura umožní obstarat si digitální stejnopis občanského průkazu.","§ 9d odst. 2 věta druhá zákona 12/2020","[""Digitální a informační agentura""]","Povinnosti k PDS","[""Zákon 12/2020""]","1","12.01.2024 0:00","Platné",
"P2237","Umožnit digitální prokazování jen na základě žádosti","Poskytovatel digitálního stejnopisu průkazu umožní prokazování totožnosti nebo jiné skutečnosti digitálním stejnopisem průkazu prokazujícímu na základě jeho požadavku učiněného prostřednictvím mobilní aplikace pro prokazování s využitím prostředku pro elektronickou identifikaci vydaného v rámci kvalifikovaného systému elektronické identifikace.","§ 9e odst. 1 zákona 12/2020","[""Digitální a informační agentura""]","Povinnosti k PDS","[""Zákon 12/2020""]","1","12.01.2024 0:00","Platné",
"P2238","Vyžadovat před digitálním prokazování EID","Poskytovatel digitálního stejnopisu průkazu umožní prokazování totožnosti nebo jiné skutečnosti digitálním stejnopisem průkazu prokazujícímu na základě jeho požadavku učiněného prostřednictvím mobilní aplikace pro prokazování s využitím prostředku pro elektronickou identifikaci vydaného v rámci kvalifikovaného systému elektronické identifikace.","§ 9e odst. 1 zákona 12/2020","[""Digitální a informační agentura""]","Povinnosti k PDS","[""Zákon 12/2020""]","1","12.01.2024 0:00","Platné",
"P2239","Vystavovat do aplikace digitální stejnopis průkazu","Poskytovatel digitálního stejnopisu průkazu alespoň jednou denně vystaví aktuální digitální stejnopis průkazu, zapečetí jej zaručenou elektronickou pečetí založenou na kvalifikovaném certifikátu pro elektronickou pečeť a zpřístupní jej prokazujícímu.","§ 9e odst. 2 zákona 12/2020","[""Digitální a informační agentura""]","Povinnosti k PDS","[""Zákon 12/2020""]","1","12.01.2024 0:00","Platné",
"P2240","Opatřit digitální stejnopis průkazu pečetí","Poskytovatel digitálního stejnopisu průkazu alespoň jednou denně vystaví aktuální digitální stejnopis průkazu, zapečetí jej zaručenou elektronickou pečetí založenou na kvalifikovaném certifikátu pro elektronickou pečeť a zpřístupní jej prokazujícímu.","§ 9e odst. 2 zákona 12/2020","[""Digitální a informační agentura""]","Povinnosti k PDS","[""Zákon 12/2020""]","1","12.01.2024 0:00","Platné",
"P2241","Prověřit platnost a validitu digitálního stejnopisu průkazu","Poskytovatel digitálního stejnopisu průkazu ověří při prokazování totožnosti nebo jiné skutečnosti digitálním stejnopisem průkazu, zda zobrazovaný digitální stejnopis průkazu odpovídá digitálnímu stejnopisu průkazu naposledy zpřístupněnému prokazujícímu.","§ 9e odst. 3 zákona 12/2020","[""Digitální a informační agentura""]","Povinnosti k PDS","[""Zákon 12/2020""]","1","12.01.2024 0:00","Platné",
"P2242","Zajistit si u DIA ověřování digitálním stejnopisem průkazu","Ověřující, který umožní prokázání totožnosti nebo jiné skutečnosti digitálním stejnopisem průkazu, vyrozumí o této skutečnosti Agenturu.","§ 9f odst. 1 zákona 12/2020","[""Orgány veřejné moci""]","Povinnosti k PDS","[""Zákon 12/2020""]","1","12.01.2024 0:00","Platné",
"P2243","Sdělit DIA ukončení ověřování digitálním stejnopisem průkazu","Ověřující, který přestal umožňovat prokázání totožnosti nebo jiné skutečnosti digitálním stejnopisem průkazu, vyrozumí o této skutečnosti Agenturu bez zbytečného odkladu.","§ 9f odst. 3 zákona 12/2020","[""Orgány veřejné moci""]","Povinnosti k PDS","[""Zákon 12/2020""]","1","12.01.2024 0:00","Platné",
"P2244","Zajistit výpis či přístup k údajům","Vydání výstupu nebo údajů anebo poskytnutí výstupu nebo údajů zajistí orgán veřejné správy, který je správcem informačního systému veřejné správy; po dohodě s ním může vydání výstupu nebo údajů zajistit správce portálu veřejné správy nebo správce národního bodu pro identifikaci a autentizaci.","§ 9 odst. 4 věta třetí zákona 365/2000","[""Orgány veřejné správy"",""Správci informačních systémů""]","Povinnosti k ISVS","[""Zákon 365/2000""]","1","12.01.2024 0:00","Platné",
"P6201","Dodržovat standardy elektronického zdravotnictví","Poskytovatelé podle zákona o eHealth","§ 4 písm. a) zákona 325/2021",,"Povinnosti k eHealt","[""Zákon 325/2021""]","1","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P6202","Řídit se kmenovými údaji z kmenových registrů","Poskytovatel zdravotních služeb nebo sociálních služeb je jako oprávněná osoba povinen využívat kmenové údaje a řídit se jimi za účelem stanoveným tímto zákonem","§ 4 písm. b) zákona 325/2021","[""Poskytovatelé podle zákona o eHealth""]","Povinnosti k eHealt","[""Zákon 325/2021""]","1","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P6203","Evidovat identifikátory svých zdravotnických pracovníků","Poskytovatel zdravotních služeb nebo sociálních služeb je jako oprávněná osoba povinen ve svém informačním systému evidovat identifikátory zdravotnických pracovníků, kteří u něj vykonávají zdravotnické povolání v pracovněprávním nebo obdobném vztahu a identifikátory pacientů, kterým poskytuje nebo poskytoval zdravotní služby, a","§ 4 písm c) zákona 325/2021","[""Poskytovatelé podle zákona o eHealth""]","Povinnosti k eHealt","[""Zákon 325/2021""]","1","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P6204","Logovat činnosti ve svém informačním systému poskytovatele","Poskytovatel zdravotních služeb nebo sociálních služeb je jako oprávněná osoba povinen ve svém informačním systému zaznamenávat činnosti všech pověřených pracovníků přihlášených do jeho informačního systému, který využívá Integrované datové rozhraní","§ 4 písm. d) zákona 325/2021","[""Poskytovatelé podle zákona o eHealth""]","Povinnosti k eHealt","[""Zákon 325/2021""]","1","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P6205","Určit a validovat pověřené pracovníky pro využívání IDRR","Oprávněné osoby a zapisující osoby, s výjimkou pacienta, jsou povinny určit pověřené pracovníky a ověřit jejich totožnost, a to před přidělením přístupových údajů do svých informačních systémů využívajících Integrované datové rozhraní; je-li pověřeným pracovníkem zdravotnický pracovník, ověřit jeho údaje v Kmenovém registru zdravotnických pracovníků","§ 5 písm. a) bod 1 zákona 325/2021","[""Oprávněné osoby podle zákona o eHealth""]","Povinnosti k eHealt","[""Zákon 325/2021""]","1","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P6206","Zajistit přístupy a oprávnění do svého informačního systému poskytovatele","Oprávněné osoby a zapisující osoby, s výjimkou pacienta, jsou povinny určit pověřené pracovníky a přidělovat, měnit a rušit jim přístupové údaje do svého informačního systému v souladu s provozní dokumentací Integrovaného datového rozhraní","§ 5 písm. a) bod 2 zákona 325/2021","[""Oprávněné osoby podle zákona o eHealth""]","Povinnosti k eHealt","[""Zákon 325/2021""]","1","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P6207","Zajistit soulad svých informačních systémů poskytovatele s IDRR","Oprávněné osoby a zapisující osoby, s výjimkou pacienta, jsou povinny  zajistit, aby jejich informační systémy určené k využívání Integrovaného datového rozhraní s ním byly plně kompatibilní a odpovídaly specifikaci uveřejněné v provozní dokumentaci Integrovaného datového rozhraní podle § 10","§ 5 písm. b) zákona 325/2021","[""Oprávněné osoby podle zákona o eHealth""]","Povinnosti k eHealt","[""Zákon 325/2021""]","1","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P6208","Poskytovat údaje Ministerstvu zdravotnictví pro plnění zákona o eHealth","Ministerstvo vnitra poskytuje ministerstvu zdravotnictví pro účely plnění zákona o elektronizaci zdravotnictví určené údaje","§ 6 zákona 325/2021","[""Ministerstvo vnitra""]","Povinnosti k eHealt","[""Zákon 325/2021""]","1","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P6209","Spravovat Integrované datové rozhraní","Správcem Integrovaného datového rozhraní je ministerstvo, provozovatelem je Ústav zdravotnických informací a statistiky České republiky","§ 7 odst. 2 zákona 325/2021","[""Ministerstvo zdravotnictví""]","Povinnosti k eHealt","[""Zákon 325/2021""]","1","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P6210","Provozovat Integrované datové rozhraní","Správcem Integrovaného datového rozhraní je ministerstvo, provozovatelem je Ústav zdravotnických informací a statistiky České republiky","§ 7 odst. 2 zákona 325/2021","[""Ústav zdravotnických informací a statistiky""]","Povinnosti k eHealt","[""Zákon 325/2021""]","1","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P6211","Zajistit sdělení identifikátorů zdravotnických pracovníků z IDRR oprávněným osobám","Integrované datové rozhraní bezúplatně zabezpečuje oprávněným osobám bezprostřední sdělení identifikátoru zdravotnického pracovníka vedeného v Kmenovém registru zdravotnických pracovníků","§ 7 odst. 3 písm. a) bod 1 zákona 325/2021","[""Ministerstvo zdravotnictví""]","Povinnosti k eHealt","[""Zákon 325/2021""]","1","07.04.2023 0:00","Platné","[""(doplnit)""]"
